"Date","Page title","Sessions","Total users","Average session length (sec)","Bounce rate"
"2025-08-01","Mamie Bigoude restaurant crêpe-menu","2","2","40,5","0"
"2025-08-01","Mostrador Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","2","2","18,5","0"
"2025-08-01","Pannenkoekenkaart restaurant Mamie Bigoude","1","1","39","0"
"2025-08-01","Restaurant Breton Mamie Bigoude Blois","30","28","14,2","0,13"
"2025-08-01","Restaurant Breton Mamie Bigoude Bourges","57","49","15,4","0,26"
"2025-08-01","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","8","7","23,5","0"
"2025-08-01","Restaurant Breton Mamie Bigoude Montluçon","16","15","15,94","0,19"
"2025-08-01","Restaurant Breton Mamie Bigoude Orléans","15","13","89,6","0,2"
"2025-08-01","Restaurant Breton Mamie Bigoude Poitiers","11","10","18,82","0"
"2025-08-01","Restaurant Breton Mamie Bigoude Tours","10","9","14,6","0,2"
"2025-08-01","Saladekaart restaurant Mamie Bigoude","1","1","6","0"
"2025-08-01","Salademenu in restaurant Mamie Bigoude","2","2","26,5","0"
"2025-08-01","Univers Comptoir Mamie Bigoude","40","39","23,15","0,08"
"2025-08-01","Universe Counter Granny Curler","2","2","21,5","0"
"2025-08-01","カルテ ガレット レストラン Mamie Bigoude","1","1","33","0"
"2025-08-02","Carte Formules restaurant Mamie Bigoude","120","113","26,43","0,08"
"2025-08-02","Carte Galettes restaurant Mamie Bigoude","207","192","41,87","0,09"
"2025-08-02","Carte Salades restaurant Mamie Bigoude","44","41","16,41","0,07"
"2025-08-02","Carte crêpes restaurant Mamie Bigoude","94","81","22,61","0,12"
"2025-08-02","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","1","1","32","0"
"2025-08-02","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","945","919","126,62","0,19"
"2025-08-02","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","16","12","15,56","0,06"
"2025-08-02","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","1","1","7","0"
"2025-08-02","Devenir franchisé Comptoir Mamie Bigoude","19","19","32,47","0,05"
"2025-08-02","Formule Etudiante","1","1","4","1"
"2025-08-02","Mamie Bigoude Breton Restaurant Bourges","1","1","4","1"
"2025-08-02","Mamie Bigoude Breton Restaurant Tours","1","1","57","0"
"2025-08-02","Mamie Bigoude Bretons Restaurant Bourges","1","1","0","0"
"2025-08-02","Mamie Bigoude ControUniverso","1","1","44","0"
"2025-08-02","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","4","4","24,5","0,5"
"2025-08-02","Mamie Bigoude Counter – Crêperie in Amboise, Tours, Orléans, Blois","1","1","27","0"
"2025-08-02","Mamie Bigoude Restaurant Galettes Menu","2","2","179","0"
"2025-08-02","Mamie Bigoude Restaurant Galettes-menu","2","2","23,5","0"
"2025-08-02","Mamie Bigoude Restaurant Menu","3","3","70","0"
"2025-08-02","Mamie Bigoude Restaurant Menü","1","1","6","0"
"2025-08-02","Mamie Bigoude Restaurante bretón Bourges","1","1","38","0"
"2025-08-02","Mamie Bigoude Ristorante bretone Bourges","2","2","15","0"
"2025-08-02","Menu Formulas restaurant Mamie Bigoude","2","2","19,5","0"
"2025-08-02","Menù del ristorante Mamie Bigoude","1","1","70","0"
"2025-08-02","Menù di insalate al ristorante Mamie Bigoude","1","1","45","0"
"2025-08-02","Restaurant Breton Mamie Bigoude Blois","25","23","32,28","0,16"
"2025-08-02","Restaurant Breton Mamie Bigoude Bourges","91","82","27,59","0,15"
"2025-08-02","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","9","8","16,22","0,11"
"2025-08-02","Restaurant Breton Mamie Bigoude Montluçon","13","13","12,92","0,08"
"2025-08-02","Restaurant Breton Mamie Bigoude Orléans","12","12","81,92","0,08"
"2025-08-02","Restaurant Breton Mamie Bigoude Poitiers","9","9","20,33","0,22"
"2025-08-02","Restaurant Breton Mamie Bigoude Tours","21","19","17,9","0,24"
"2025-08-02","Salad menu at Mamie Bigoude restaurant","1","1","7","0"
"2025-08-02","Spritz Bigoude","1","1","11","0"
"2025-08-02","Univers Comptoir Mamie Bigoude","50","47","21,6","0,08"
"2025-08-03","Carta de crepes del restaurante Mamie Bigoude","1","1","4","0"
"2025-08-03","Carta de ensaladas en el restaurante Mamie Bigoude","1","1","3","0"
"2025-08-03","Carte Formules restaurant Mamie Bigoude","133","129","30,76","0,07"
"2025-08-03","Carte Galettes restaurant Mamie Bigoude","242","221","44,76","0,1"
"2025-08-03","Carte Salades restaurant Mamie Bigoude","62","59","20,94","0,05"
"2025-08-03","Carte crêpes restaurant Mamie Bigoude","99","90","37,33","0,09"
"2025-08-03","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","1","1","81","0"
"2025-08-03","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","540","507","15,31","0,39"
"2025-08-03","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","10","10","9,9","0,1"
"2025-08-03","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","1","1","15","0"
"2025-08-03","Devenir franchisé Comptoir Mamie Bigoude","13","13","29,85","0,08"
"2025-08-03","Mamie Bigoude Bretons Restaurant Bourges","1","1","26","0"
"2025-08-03","Mamie Bigoude Contra Universo","1","1","21","0"
"2025-08-03","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","8","7","26","0"
"2025-08-03","Mamie Bigoude Counter – Crêperie in Amboise, Tours, Orléans, Blois","1","1","27","0"
"2025-08-03","Mamie Bigoude Restaurant Galettes Menu","2","2","19","0"
"2025-08-03","Mamie Bigoude Restaurant Galettes-Menü","1","1","10","0"
"2025-08-03","Mamie Bigoude Restaurant Galettes-menu","1","1","51","0"
"2025-08-03","Mamie Bigoude Ristorante bretone Bourges","1","1","5","1"
"2025-08-03","Mamie Bigoude restaurant crepe menu","1","1","45","0"
"2025-08-03","Menu Formulas restaurant Mamie Bigoude","1","1","31","0"
"2025-08-03","Menu delle galette del ristorante Mamie Bigoude","2","2","47","0"
"2025-08-03","Menú De Galettes Del Restaurante Mamie Bigoude","2","2","31","0"
"2025-08-03","Menú del restaurante Mamie Bigoude","1","1","8","0"
"2025-08-03","Restaurant Breton Mamie Bigoude Blois","27","21","20,56","0,22"
"2025-08-03","Restaurant Breton Mamie Bigoude Bourges","75","67","23,28","0,21"
"2025-08-03","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","4","4","52,75","0,25"
"2025-08-03","Restaurant Breton Mamie Bigoude Montluçon","23","17","18,17","0,22"
"2025-08-03","Restaurant Breton Mamie Bigoude Orléans","12","10","14,83","0,33"
"2025-08-03","Restaurant Breton Mamie Bigoude Poitiers","10","8","9,7","0,2"
"2025-08-03","Restaurant Breton Mamie Bigoude Tours","24","21","15,83","0,25"
"2025-08-03","Univers Comptoir Mamie Bigoude","42","41","32,21","0,02"
"2025-08-04","Bancone Mamie Bigoude - Creperie ad Amboise, Tours, Orléans, Blois","2","2","33,5","0"
"2025-08-04","Become a Franchisee Comptoir Mamie Bigoude","1","1","4","0"
"2025-08-04","Carte Formules restaurant Mamie Bigoude","139","134","31,19","0,09"
"2025-08-04","Carte Galettes restaurant Mamie Bigoude","200","192","45,42","0,08"
"2025-08-04","Carte Salades restaurant Mamie Bigoude","62","58","36,37","0,05"
"2025-08-04","Carte crêpes restaurant Mamie Bigoude","88","82","28,5","0,07"
"2025-08-04","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","3","3","33","0"
"2025-08-04","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","499","480","14,53","0,4"
"2025-08-04","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","4","3","8","0,5"
"2025-08-04","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","3","2","13","0,33"
"2025-08-04","Devenir franchisé Comptoir Mamie Bigoude","12","11","28,42","0,25"
"2025-08-04","Mamie Bigoude Breton Restaurant Blois","2","2","14,5","0"
"2025-08-04","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","6","6","38,17","0"
"2025-08-04","Mamie Bigoude Counter Universe","1","1","15","0"
"2025-08-04","Mamie Bigoude Counter – Crêperie in Amboise, Tours, Orléans, Blois","1","1","19","0"
"2025-08-04","Mamie Bigoude Restaurant Galettes Menu","1","1","82","0"
"2025-08-04","Mamie Bigoude Restaurant Menu","5","5","85,8","0"
"2025-08-04","Menu Formulas restaurant Mamie Bigoude","2","2","44","0"
"2025-08-04","Menu Salads restaurant Mamie Bigoude","3","3","23,67","0"
"2025-08-04","Menu delle galette del ristorante Mamie Bigoude","1","1","23","0"
"2025-08-04","Mostrador Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","46","0"
"2025-08-04","Restaurant Breton Mamie Bigoude Blois","34","32","8,85","0,29"
"2025-08-04","Restaurant Breton Mamie Bigoude Bourges","60","50","19","0,2"
"2025-08-04","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","9","8","27,22","0,11"
"2025-08-04","Restaurant Breton Mamie Bigoude Montluçon","14","12","8,29","0,43"
"2025-08-04","Restaurant Breton Mamie Bigoude Orléans","12","12","13,92","0,08"
"2025-08-04","Restaurant Breton Mamie Bigoude Poitiers","11","10","13,27","0,09"
"2025-08-04","Restaurant Breton Mamie Bigoude Tours","14","11","19,93","0,21"
"2025-08-04","Univers Comptoir Mamie Bigoude","41","40","31,46","0,07"
"2025-08-04","Universe Counter Granny Curler","1","1","18","0"
"2025-08-05","Become a Franchisee Comptoir Mamie Bigoude","1","1","4","0"
"2025-08-05","Carte Formules restaurant Mamie Bigoude","153","142","28,73","0,11"
"2025-08-05","Carte Galettes restaurant Mamie Bigoude","238","224","47,37","0,08"
"2025-08-05","Carte Salades restaurant Mamie Bigoude","60","56","21,55","0,03"
"2025-08-05","Carte crêpes restaurant Mamie Bigoude","104","98","29,08","0,09"
"2025-08-05","Comptoir Mamie Bigoude - Creperie in Amboise, Tours, Orléans, Blois","4","4","50,75","0"
"2025-08-05","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","527","502","15,85","0,39"
"2025-08-05","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","9","9","9,44","0,22"
"2025-08-05","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","1","1","0","1"
"2025-08-05","Devenir franchisé Comptoir Mamie Bigoude","23","21","13,35","0,22"
"2025-08-05","Mamie Bigoude ControUniverso","1","1","37","0"
"2025-08-05","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","4","4","40,25","0"
"2025-08-05","Mamie Bigoude Counter Universe","1","1","32","0"
"2025-08-05","Mamie Bigoude Counter – Crêperie in Amboise, Tours, Orléans, Blois","1","1","59","0"
"2025-08-05","Mamie Bigoude Restaurant Galettes Menu","1","1","101","0"
"2025-08-05","Mamie Bigoude Restaurant Galettes-menu","2","2","31,5","0"
"2025-08-05","Mamie Bigoude Restaurant Menu","1","1","74","0"
"2025-08-05","Mamie Bigoude Restaurant Menü","1","1","5","0"
"2025-08-05","Mamie Bigoude Restaurante bretón Blois","1","1","5","0"
"2025-08-05","Mamie Bigoude Ristorante bretone Blois","2","2","121","0"
"2025-08-05","Mamie Bigoude restaurant crepe menu","1","1","65","0"
"2025-08-05","Mamie Bigoude restaurant crêpe-menu","1","1","64","0"
"2025-08-05","Menu delle galette del ristorante Mamie Bigoude","1","1","48","0"
"2025-08-05","Menu pancakes restaurant Mamie Bigoude","1","1","22","0"
"2025-08-05","Menù del ristorante Mamie Bigoude","1","1","56","0"
"2025-08-05","Menú De Galettes Del Restaurante Mamie Bigoude","1","1","121","0"
"2025-08-05","Mostrador Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","3","3","15,67","0"
"2025-08-05","Restaurant Breton Mamie Bigoude Blois","34","29","20,38","0,21"
"2025-08-05","Restaurant Breton Mamie Bigoude Bourges","55","49","17,82","0,16"
"2025-08-05","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","12","10","15,33","0,17"
"2025-08-05","Restaurant Breton Mamie Bigoude Montluçon","24","23","19,38","0,13"
"2025-08-05","Restaurant Breton Mamie Bigoude Orléans","15","15","20,67","0,13"
"2025-08-05","Restaurant Breton Mamie Bigoude Poitiers","12","11","14,75","0,17"
"2025-08-05","Restaurant Breton Mamie Bigoude Tours","24","23","8,92","0,25"
"2025-08-05","Univers Comptoir Mamie Bigoude","58","56","28,47","0,1"
"2025-08-05","Universe Counter Granny Curler","2","2","60,5","0"
"2025-08-05","Visitas guiadas por el restaurante bretón Mamie Bigoude","1","1","7","0"
"2025-08-06","Carta de ensaladas en el restaurante Mamie Bigoude","1","1","0","0"
"2025-08-06","Carte Formules restaurant Mamie Bigoude","114","108","32,54","0,09"
"2025-08-06","Carte Galettes restaurant Mamie Bigoude","209","192","43,6","0,1"
"2025-08-06","Carte Salades restaurant Mamie Bigoude","52","47","34,08","0,08"
"2025-08-06","Carte crêpes restaurant Mamie Bigoude","89","83","44,99","0,04"
"2025-08-06","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","534","495","16,72","0,38"
"2025-08-06","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","6","6","8,67","0,33"
"2025-08-06","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","5","3","60,4","0,2"
"2025-08-06","Devenir franchisé Comptoir Mamie Bigoude","10","10","15","0,2"
"2025-08-06","Mamie Bigoude Breton Restaurant Blois","1","1","8","0"
"2025-08-06","Mamie Bigoude Contra Universo","1","1","4","0"
"2025-08-06","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","5","5","28,4","0,2"
"2025-08-06","Mamie Bigoude Counter Universe","1","1","2","0"
"2025-08-06","Mamie Bigoude Counter – Crêperie in Amboise, Tours, Orléans, Blois","2","2","73","0"
"2025-08-06","Mamie Bigoude Restaurant Galettes Menu","4","4","67","0"
"2025-08-06","Mamie Bigoude Restaurant Galettes-Menü","1","1","80","0"
"2025-08-06","Mamie Bigoude restaurant crepe menu","1","1","5","0"
"2025-08-06","Menú De Galettes Del Restaurante Mamie Bigoude","1","1","45","0"
"2025-08-06","Menú del restaurante Mamie Bigoude","1","1","143","0"
"2025-08-06","Mostrador Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","16","0"
"2025-08-06","Restaurant Breton Mamie Bigoude Blois","19","19","25,53","0,16"
"2025-08-06","Restaurant Breton Mamie Bigoude Bourges","65","57","24,57","0,12"
"2025-08-06","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","9","9","20,11","0,22"
"2025-08-06","Restaurant Breton Mamie Bigoude Montluçon","11","8","12,55","0,27"
"2025-08-06","Restaurant Breton Mamie Bigoude Orléans","7","7","8","0,43"
"2025-08-06","Restaurant Breton Mamie Bigoude Poitiers","7","7","14,86","0"
"2025-08-06","Restaurant Breton Mamie Bigoude Tours","18","14","16,22","0,33"
"2025-08-06","Univers Comptoir Mamie Bigoude","42","39","37,86","0,07"
"2025-08-07","Bancone Mamie Bigoude - Creperie ad Amboise, Tours, Orléans, Blois","4","3","15,25","0"
"2025-08-07","Carte Formules restaurant Mamie Bigoude","127","118","26,05","0,09"
"2025-08-07","Carte Galettes restaurant Mamie Bigoude","197","179","40,79","0,07"
"2025-08-07","Carte Salades restaurant Mamie Bigoude","40","38","23,65","0,05"
"2025-08-07","Carte crêpes restaurant Mamie Bigoude","80","75","33,9","0,08"
"2025-08-07","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","503","471","14,07","0,41"
"2025-08-07","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","6","6","8","0,33"
"2025-08-07","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","2","2","10,5","0,5"
"2025-08-07","Crêpes-Menü im Restaurant Mamie Bigoude","2","2","17,5","0"
"2025-08-07","Devenir franchisé Comptoir Mamie Bigoude","13","12","38,23","0,23"
"2025-08-07","Formule Etudiante","1","1","3","1"
"2025-08-07","Mamie Bigoude Breton Restaurant Bourges","1","1","20","0"
"2025-08-07","Mamie Bigoude Bretons Restaurant Montluçon","1","1","1","0"
"2025-08-07","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","3","3","33","0,33"
"2025-08-07","Mamie Bigoude Counter – Crêperie in Amboise, Tours, Orléans, Blois","2","2","23","0"
"2025-08-07","Mamie Bigoude Ristorante bretone Bourges","1","1","30","0"
"2025-08-07","Menu delle galette del ristorante Mamie Bigoude","1","1","57","0"
"2025-08-07","Menù del ristorante Mamie Bigoude","2","2","32,5","0"
"2025-08-07","Menù di crêpe del ristorante Mamie Bigoude","1","1","22","0"
"2025-08-07","Menú De Galettes Del Restaurante Mamie Bigoude","1","1","18","0"
"2025-08-07","Menú del restaurante Mamie Bigoude","1","1","13","0"
"2025-08-07","Mostrador Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","49","0"
"2025-08-07","Restaurant Breton Mamie Bigoude Blois","14","13","13,5","0,14"
"2025-08-07","Restaurant Breton Mamie Bigoude Bourges","58","56","20,74","0,19"
"2025-08-07","Restaurant Breton Mamie Bigoude Canet-en-Roussillon","10","10","23,7","0"
"2025-08-07","Restaurant Breton Mamie Bigoude Montluçon","16","15","29,88","0,13"
"2025-08-07","Restaurant Breton Mamie Bigoude Orléans","9","8","16,44","0"
"2025-08-07","Restaurant Breton Mamie Bigoude Poitiers","8","8","21","0,25"
"2025-08-07","Restaurant Breton Mamie Bigoude Tours","10","9","13,6","0,3"
"2025-08-07","Spritz Bigoude","1","1","20","0"
"2025-08-07","Univers Comptoir Mamie Bigoude","44","41","24,25","0,05"
