Date,Campaign name,Cost (EUR),Impressions,Clicks (all),Post reactions,Post comments,Post shares,Post Saves,Page likes,Three-second video views,Engagement
2025-01-09,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,16",4739,45,,,,,,,0
2025-01-09,BODYHOUSE_Traffic_META_Ville_VALENCE,"7,57",3331,52,,,,1,,,1
2025-01-09,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"7,07",6829,63,1,,,,,,1
2025-01-10,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"3,66",924,7,1,,,,,353,1
2025-01-10,BODYHOUSE_Engagement_META_Ville_BIGANOS,"3,6",935,23,12,1,,,,419,13
2025-01-10,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"11,62",3270,88,36,,,1,,1852,37
2025-01-10,BODYHOUSE_Engagment_IG_Ville_SALAISE,"10,19",964,17,30,,,1,,,31
2025-01-10,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"3,49",1101,27,10,,,,,651,10
2025-01-10,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"16,85",16724,20,2,,,,,725,2
2025-01-10,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"16,86",16612,16,1,,,,,815,1
2025-01-10,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"6,91",9138,8,1,,,,,334,1
2025-01-10,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,33",8931,4,,,,,,423,0
2025-01-10,BODYHOUSE_Notoriety_FB_Ville_TIGNIEU,"8,86",10390,7,,,,,,405,0
2025-01-10,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"7,24",7259,9,1,,,,,321,1
2025-01-10,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"7,29",8991,8,4,,,,,185,4
2025-01-10,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"7,21",9581,5,,,,,,322,0
2025-01-10,BODYHOUSE_Notoriety_META_Ville_JACOU,"7,22",8364,6,1,,,,,415,1
2025-01-10,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"10,43",11967,12,,,,,1,394,0
2025-01-10,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"12,58",16131,12,1,,,,,627,1
2025-01-10,BODYHOUSE_Notoriety_META_Ville_SALAISE,"7,12",8743,12,3,,,,,314,3
2025-01-10,BODYHOUSE_Notoriety_META_Ville_VALENCE,"18,91",12046,26,1,,,,,394,1
2025-01-10,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"11,59",7503,11,,,,,,241,0
2025-01-10,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"3,45",1584,27,,,,,,,0
2025-01-10,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"7,03",11878,38,,,,,,,0
2025-01-10,BODYHOUSE_Traffic_FB_Ville_LYON,"5,39",15231,46,,,,,,,0
2025-01-10,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"3,6",8514,31,1,,,,,,1
2025-01-10,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"10,57",13839,60,,,,,,,0
2025-01-10,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"10,49",14388,63,,,,,,,0
2025-01-10,BODYHOUSE_Traffic_META_Ville_BIGANOS,"7,14",16849,44,1,,,,,,1
2025-01-10,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,7",11495,24,,,,,,,0
2025-01-10,BODYHOUSE_Traffic_META_Ville_JACOU,"4,53",3361,15,,,,,,,0
2025-01-10,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,5",7530,20,,,,,,,0
2025-01-10,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"10,52",24405,73,,,,,,,0
2025-01-10,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,2",4858,53,,,,,,,0
2025-01-10,BODYHOUSE_Traffic_META_Ville_VALENCE,"8,81",3282,54,,,,1,,,1
2025-01-10,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"7,45",6824,57,,,,,,,0
2025-01-11,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"3,76",1051,3,2,,,,,391,2
2025-01-11,BODYHOUSE_Engagement_META_Ville_BIGANOS,"3,69",986,25,9,,,,,513,9
2025-01-11,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"12,7",2795,73,30,,,,,1489,30
2025-01-11,BODYHOUSE_Engagment_IG_Ville_SALAISE,"10,71",1058,18,27,,,1,,,28
2025-01-11,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"3,62",1113,26,16,,,1,,636,17
2025-01-11,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"18,14",17696,21,3,,,,,1110,3
2025-01-11,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"18,08",17424,23,3,,,,,1078,3
2025-01-11,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"7,23",9596,13,3,,,,,396,3
2025-01-11,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,4",9503,8,1,,,,,518,1
2025-01-11,BODYHOUSE_Notoriety_FB_Ville_TIGNIEU,"9,45",10779,12,3,,,,,719,3
2025-01-11,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"7,51",7418,10,,,,,,518,0
2025-01-11,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"7,52",9734,4,,,,,,214,0
2025-01-11,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"7,36",10665,6,,,,,,377,0
2025-01-11,BODYHOUSE_Notoriety_META_Ville_JACOU,"7,5",8663,8,2,,,,,582,2
2025-01-11,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"11,36",12653,22,2,,,,,746,2
2025-01-11,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"13,22",15583,12,2,,,,,619,2
2025-01-11,BODYHOUSE_Notoriety_META_Ville_SALAISE,"7,12",9637,12,1,,,,,465,1
2025-01-11,BODYHOUSE_Notoriety_META_Ville_VALENCE,"18,88",12485,24,,1,,,,981,1
2025-01-11,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"11,53",7313,19,1,,,,,637,1
2025-01-11,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"3,35",1697,42,2,,,,,,2
2025-01-11,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"7,35",13788,43,,,,,,,0
2025-01-11,BODYHOUSE_Traffic_FB_Ville_LYON,"5,22",18746,54,,,,,,,0
2025-01-11,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"3,7",10401,31,,,,,,,0
2025-01-11,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),11,14738,70,,,,,,,0
2025-01-11,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"10,87",17448,59,,,,1,,,1
2025-01-11,BODYHOUSE_Traffic_META_Ville_BIGANOS,"7,36",21248,52,,,,,,,0
2025-01-11,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,6",13926,31,,,,,,,0
2025-01-11,BODYHOUSE_Traffic_META_Ville_JACOU,"4,91",4968,29,,,,,,,0
2025-01-11,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,56",7347,27,,,,,,,0
2025-01-11,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"11,28",9443,55,,,,,,,0
2025-01-11,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,43",5821,45,,,,,,,0
2025-01-11,BODYHOUSE_Traffic_META_Ville_VALENCE,9,3660,52,,,,,,,0
2025-01-11,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"7,81",7638,57,,,,,,,0
2025-01-12,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"3,86",1025,7,4,,,,,387,4
2025-01-12,BODYHOUSE_Engagement_META_Ville_BIGANOS,"3,9",1048,27,12,1,,,,482,13
2025-01-12,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"11,16",3044,79,16,,,,,1746,16
2025-01-12,BODYHOUSE_Engagment_IG_Ville_SALAISE,"11,45",1290,13,33,1,,,,,34
2025-01-12,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"3,83",1156,26,10,,,,,664,10
2025-01-12,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"19,19",18801,18,4,,,,,1264,4
2025-01-12,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"19,14",18475,25,2,,,,,1200,2
2025-01-12,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"7,64",10370,14,2,,,,,486,2
2025-01-12,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,63",10535,17,1,,,,,608,1
2025-01-12,BODYHOUSE_Notoriety_FB_Ville_TIGNIEU,"9,6",11015,10,1,,,,,617,1
2025-01-12,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"7,71",7818,9,2,,,,,545,2
2025-01-12,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"7,78",10377,11,,,,,,157,0
2025-01-12,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"7,65",10713,7,5,,,,,409,5
2025-01-12,BODYHOUSE_Notoriety_META_Ville_JACOU,"7,78",9096,8,1,,,,,574,1
2025-01-12,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"11,14",12475,17,1,,,,,791,1
2025-01-12,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"13,31",18347,7,,,,,,648,0
2025-01-12,BODYHOUSE_Notoriety_META_Ville_SALAISE,"7,65",10196,15,2,1,,,,505,3
2025-01-12,BODYHOUSE_Notoriety_META_Ville_VALENCE,"19,5",12096,18,1,,,,,978,1
2025-01-12,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"11,95",7167,14,,,,,,586,0
2025-01-12,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"3,51",1776,55,1,,,,,,1
2025-01-12,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"7,57",16689,43,,,,,,,0
2025-01-12,BODYHOUSE_Traffic_FB_Ville_LYON,"5,81",20891,50,,,,,,,0
2025-01-12,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"3,83",12431,29,,,,,,,0
2025-01-12,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"10,81",17124,66,1,,,,,,1
2025-01-12,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"11,52",18275,68,1,,,,,,1
2025-01-12,BODYHOUSE_Traffic_META_Ville_BIGANOS,"7,67",24937,48,,,,,,,0
2025-01-12,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,74",14003,34,,,,,,,0
2025-01-12,BODYHOUSE_Traffic_META_Ville_JACOU,"5,71",5857,33,,,,,,,0
2025-01-12,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,84",7731,18,,,,,,,0
2025-01-12,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"9,86",24406,66,1,,,,,,1
2025-01-12,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,7",6166,49,1,,,,1,,1
2025-01-12,BODYHOUSE_Traffic_META_Ville_VALENCE,"9,27",4178,87,1,,,,1,,1
2025-01-12,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"7,94",7917,54,2,,,,,,2
2025-01-13,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"3,55",1024,3,,,,,,367,0
2025-01-13,BODYHOUSE_Engagement_META_Ville_BIGANOS,"3,67",974,19,14,,,,,434,14
2025-01-13,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"12,6",3391,112,40,1,,,,1941,41
2025-01-13,BODYHOUSE_Engagment_IG_Ville_SALAISE,"10,39",1047,22,27,,,1,,,28
2025-01-13,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"3,61",1122,26,12,,,,,647,12
2025-01-13,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"18,07",16930,16,1,,,,,1084,1
2025-01-13,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"17,99",16679,16,4,,,,,1094,4
2025-01-13,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"6,94",8952,6,1,,,,,416,1
2025-01-13,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,32",9038,5,3,,,,,452,3
2025-01-13,BODYHOUSE_Notoriety_FB_Ville_TIGNIEU,"8,92",10161,13,,,,,,596,0
2025-01-13,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"7,1",7025,10,1,,,,,538,1
2025-01-13,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"7,15",8835,4,1,,,,,145,1
2025-01-13,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"7,14",9452,8,1,,,,,322,1
2025-01-13,BODYHOUSE_Notoriety_META_Ville_JACOU,"7,05",8072,6,,,,,,546,0
2025-01-13,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"10,73",11678,15,1,,,,,748,1
2025-01-13,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"12,54",16893,10,1,,,,,580,1
2025-01-13,BODYHOUSE_Notoriety_META_Ville_SALAISE,"6,97",8643,7,,,,,,475,0
2025-01-13,BODYHOUSE_Notoriety_META_Ville_VALENCE,"18,29",11278,18,2,,,,,968,2
2025-01-13,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"11,24",6576,12,,,,,,590,0
2025-01-13,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"3,39",1855,41,1,,,,,,1
2025-01-13,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"7,25",13520,52,,,,,,,0
2025-01-13,BODYHOUSE_Traffic_FB_Ville_LYON,"5,28",20019,27,,,,,,,0
2025-01-13,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"3,72",10737,42,,,,,,,0
2025-01-13,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"10,9",15735,63,,,,,,,0
2025-01-13,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"10,7",16651,69,,,,,,,0
2025-01-13,BODYHOUSE_Traffic_META_Ville_BIGANOS,"7,39",18209,58,1,,,,,,1
2025-01-13,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,57",13831,31,,,,,,,0
2025-01-13,BODYHOUSE_Traffic_META_Ville_JACOU,"5,01",3974,41,3,,,,,,3
2025-01-13,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,72",8744,29,1,,,1,,,2
2025-01-13,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"10,96",25197,72,,,,,,,0
2025-01-13,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,33",5448,45,2,,,,,,2
2025-01-13,BODYHOUSE_Traffic_META_Ville_VALENCE,"8,68",4148,54,3,,,,,,3
2025-01-13,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,7,5863,40,,,,,,,0
2025-01-14,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"5,09",1228,14,,,,,,462,0
2025-01-14,BODYHOUSE_Engagement_META_Ville_BIGANOS,"1,45",374,9,6,,,,,166,6
2025-01-14,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"11,97",3198,80,38,,,,,1747,38
2025-01-14,BODYHOUSE_Engagment_IG_Ville_SALAISE,"2,78",240,1,8,,,,,,8
2025-01-14,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"1,41",420,7,4,,,,,254,4
2025-01-14,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"17,66",16662,29,5,,,,,1112,5
2025-01-14,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"17,86",16116,15,2,,,,,1105,2
2025-01-14,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"7,01",8479,7,1,,,,,403,1
2025-01-14,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,33",8718,11,3,,,,,545,3
2025-01-14,BODYHOUSE_Notoriety_FB_Ville_TIGNIEU,"3,93",4347,7,1,,,,,304,1
2025-01-14,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"7,1",6707,17,3,,,,,504,3
2025-01-14,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"2,75",3386,1,1,,,,,67,1
2025-01-14,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"7,03",8970,6,1,,,,,349,1
2025-01-14,BODYHOUSE_Notoriety_META_Ville_JACOU,"7,11",7786,7,,,,,,557,0
2025-01-14,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"10,67",11255,15,,,,,,724,0
2025-01-14,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"12,23",14939,8,2,,,,,589,2
2025-01-14,BODYHOUSE_Notoriety_META_Ville_SALAISE,"1,76",1955,3,1,,,,,105,1
2025-01-14,BODYHOUSE_Notoriety_META_Ville_VALENCE,"18,44",10942,20,2,,,,,989,2
2025-01-14,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"12,36",7041,26,4,,,,,591,4
2025-01-14,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"3,05",1298,39,1,,,,,,1
2025-01-14,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"6,17",9663,49,,,,,,,0
2025-01-14,BODYHOUSE_Traffic_FB_Ville_LYON,"5,41",7851,57,,,,,,,0
2025-01-14,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"1,29",808,21,,,,,,,0
2025-01-14,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"10,53",13349,65,,,,1,,,1
2025-01-14,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"10,44",14726,74,3,,,1,,,4
2025-01-14,BODYHOUSE_Traffic_META_Ville_BIGANOS,"2,5",1071,37,,,,,,,0
2025-01-14,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,64",7663,36,1,,,,,,1
2025-01-14,BODYHOUSE_Traffic_META_Ville_JACOU,"5,52",2231,51,,,,,,,0
2025-01-14,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,5",4126,52,2,,,,,,2
2025-01-14,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"10,87",11011,64,3,,,,,,3
2025-01-14,BODYHOUSE_Traffic_META_Ville_SALAISE,"1,41",1328,10,,,,,,,0
2025-01-14,BODYHOUSE_Traffic_META_Ville_VALENCE,"8,63",4086,50,1,,,,,,1
2025-01-14,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"9,13",5024,42,1,,,,,,1
2025-01-15,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"7,86",1851,16,1,,,,,764,1
2025-01-15,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"11,96",2767,80,29,,,1,,1517,30
2025-01-15,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"17,22",16199,22,2,,,,,1036,2
2025-01-15,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"17,45",16104,23,3,,,,,1120,3
2025-01-15,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"6,97",8464,2,1,,,,,375,1
2025-01-15,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,25",8545,12,2,,,,,513,2
2025-01-15,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"7,13",6714,9,1,,,,,533,1
2025-01-15,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,7,8568,8,1,,,,,325,1
2025-01-15,BODYHOUSE_Notoriety_META_Ville_JACOU,"7,05",7575,3,,,,,,517,0
2025-01-15,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"10,53",11079,17,3,,,,,721,3
2025-01-15,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"12,26",12840,4,,,,,,564,0
2025-01-15,BODYHOUSE_Notoriety_META_Ville_VALENCE,"18,09",10528,14,2,,,,,907,2
2025-01-15,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"13,94",7519,20,,,,,,624,0
2025-01-15,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"3,11",1642,35,,,,,,,0
2025-01-15,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"7,12",10323,63,1,,,,,,1
2025-01-15,BODYHOUSE_Traffic_FB_Ville_LYON,"5,2",3558,47,1,,,,,,1
2025-01-15,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"10,31",13525,57,,,,,,,0
2025-01-15,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"10,47",16005,69,1,,,,,,1
2025-01-15,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,39",3027,42,1,,,,,,1
2025-01-15,BODYHOUSE_Traffic_META_Ville_JACOU,"5,24",2526,41,2,,,,,,2
2025-01-15,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,44",5239,36,1,,,,,,1
2025-01-15,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"10,28",7601,95,5,,,,,,5
2025-01-15,BODYHOUSE_Traffic_META_Ville_VALENCE,"8,6",4298,58,2,,,,,,2
2025-01-15,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"11,36",5709,66,,,,,,,0
2025-01-16,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"7,43",1697,9,2,,,,,676,2
2025-01-16,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"11,18",2969,73,35,1,,2,,1739,38
2025-01-16,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"17,44",16348,22,1,,,,,1081,1
2025-01-16,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"17,54",16303,25,2,,,,,1046,2
2025-01-16,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"6,95",8448,5,1,,,,,397,1
2025-01-16,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,22",8243,5,1,,,,,360,1
2025-01-16,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"6,83",6345,9,2,1,,,,463,3
2025-01-16,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"6,91",8270,5,1,,,,,305,1
2025-01-16,BODYHOUSE_Notoriety_META_Ville_JACOU,"6,77",7351,8,1,,,,,494,1
2025-01-16,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"10,48",11238,11,,,,,,799,0
2025-01-16,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"12,01",13909,9,2,,,1,,520,3
2025-01-16,BODYHOUSE_Notoriety_META_Ville_VALENCE,"18,34",10584,17,1,,,,,881,1
2025-01-16,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"14,12",7204,16,2,,,1,1,631,3
2025-01-16,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"3,17",2004,38,3,,,,,,3
2025-01-16,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"6,82",9865,52,1,,,,,,1
2025-01-16,BODYHOUSE_Traffic_FB_Ville_LYON,"5,23",2839,65,,,,,,,0
2025-01-16,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"10,68",12672,64,1,,,,,,1
2025-01-16,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"10,64",14032,51,1,,,,,,1
2025-01-16,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,54",2664,54,3,,,,,,3
2025-01-16,BODYHOUSE_Traffic_META_Ville_JACOU,"5,29",2659,60,4,,,,,,4
2025-01-16,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,35",6623,26,1,,,,,,1
2025-01-16,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,9,12277,79,3,,,,,,3
2025-01-16,BODYHOUSE_Traffic_META_Ville_VALENCE,"8,25",4908,53,2,,,,,,2
2025-01-16,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"11,1",4223,51,1,,,,,,1
2025-01-17,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"7,83",1729,14,4,,,,,650,4
2025-01-17,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"11,84",3004,72,37,2,,,,1698,39
2025-01-17,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"16,51",16682,20,1,,,,,1103,1
2025-01-17,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"16,52",16496,22,1,,,,,1040,1
2025-01-17,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"6,84",8717,9,2,,,,,392,2
2025-01-17,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,21",8301,0,,,,,,339,0
2025-01-17,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"7,11",7190,8,1,,,,,533,1
2025-01-17,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"6,97",8673,7,3,,,,,348,3
2025-01-17,BODYHOUSE_Notoriety_META_Ville_JACOU,"7,08",7964,10,3,,,,,533,3
2025-01-17,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"10,39",11659,15,1,,,,,788,1
2025-01-17,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"12,3",15014,8,1,,,,,568,1
2025-01-17,BODYHOUSE_Notoriety_META_Ville_VALENCE,"18,4",11784,18,3,,,,,965,3
2025-01-17,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"14,55",7887,25,,,,,,624,0
2025-01-17,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"3,27",1728,53,1,,,,,,1
2025-01-17,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"7,06",11223,42,,,,,,,0
2025-01-17,BODYHOUSE_Traffic_FB_Ville_LYON,"5,28",3349,40,,,,,,,0
2025-01-17,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"9,97",15104,65,1,,,,,,1
2025-01-17,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"9,62",17002,52,,,,,,,0
2025-01-17,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,26",5430,28,1,,,,,,1
2025-01-17,BODYHOUSE_Traffic_META_Ville_JACOU,"5,01",2564,40,2,,,,,,2
2025-01-17,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,42",7060,30,,,,,,,0
2025-01-17,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"10,65",16461,104,3,,1,,,,4
2025-01-17,BODYHOUSE_Traffic_META_Ville_VALENCE,"8,31",4038,60,1,,,,,,1
2025-01-17,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"11,4",4015,49,1,,,,,,1
2025-01-18,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"8,23",1805,15,,,,,,727,0
2025-01-18,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"12,66",3167,61,22,1,,1,,1863,24
2025-01-18,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"17,88",17883,14,,,,,,1143,0
2025-01-18,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"17,75",17675,28,4,,,,,1088,4
2025-01-18,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"7,13",9425,4,1,,,,,400,1
2025-01-18,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,31",8748,7,1,,,,,361,1
2025-01-18,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"7,31",7438,14,4,,,,,512,4
2025-01-18,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"7,3",9532,8,2,,,,,334,2
2025-01-18,BODYHOUSE_Notoriety_META_Ville_JACOU,"7,29",8294,7,1,,,1,,538,2
2025-01-18,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"11,02",12110,8,1,,,,,742,1
2025-01-18,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"12,88",15911,8,2,,,,,585,2
